Diet Type,Day,Meal,Dish Combo,Ingredients (per serving),Healthy Tag,Calories (kcal),Carbs (g),Protein (g),Fats (g)
Non-Veg,155,Morning Snack,Coriander Stems Pepper Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,151,13,7,8
Non-Veg,155,Lunch,Mangalore Saaru + Tamarind Rice + Malabar Spinach Masala,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Malabar 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,489,84,15,12
Non-Veg,155,Evening Snack,Moong Sprouts Kayi Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,117,14,4,5
Non-Veg,155,Dinner,Mallige Idli + Roasted Chana,"Rice 50g, Urad Dal 20g, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,343,54,10,9
Non-Veg,155,Day Total,,—,Balanced,1257,181,41,40
Non-Veg,156,Breakfast,Baked Rotti Chips,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g",Healthy,158,16,5,5
Non-Veg,156,Morning Snack,Baby Corn Pepper Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,114,13,4,5
Non-Veg,156,Lunch,Coconut Dal + Tomato Rice + Potato Saaru,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,530,81,16,15
Non-Veg,156,Evening Snack,Chow Chow Tovve,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,115,12,4,5
Non-Veg,156,Dinner,Ragi Rotti + Spinach Kurma,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,337,45,10,11
Non-Veg,156,Day Total,,—,Balanced,1254,167,39,41
Non-Veg,157,Breakfast,Buttermilk Glass,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,168,16,5,6
Non-Veg,157,Morning Snack,Dates Handful,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,150,18,6,6
Non-Veg,157,Lunch,Udupi Sambar + Veg Pulao (No Onion/Garlic) + Fenugreek Leaves Tovve (No Onion/Garlic),"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,528,81,17,13
Non-Veg,157,Evening Snack,Baby Corn Coconut Curry,"Baby 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,167,13,5,8
Non-Veg,157,Dinner,Onion Dosa + Anjeer (Dried Fig),"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,359,54,10,8
Non-Veg,157,Day Total,,—,Balanced,1372,182,43,41
Non-Veg,158,Breakfast,Jolada Rotti,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g",Healthy,198,34,5,3
Non-Veg,158,Morning Snack,Horse Gram Gojju,"Horse 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,127,14,4,5
Non-Veg,158,Lunch,Avarekalu Saaru + Jeera Rice (No Onion/Garlic) + Capsicum Kayi Saaru (No Onion/Garlic),"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,476,72,18,12
Non-Veg,158,Evening Snack,Radish Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,120,13,4,5
Non-Veg,158,Dinner,Set Dosa + Knol Khol Kurma (No Onion/Garlic),"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,324,49,9,7
Non-Veg,158,Day Total,,—,Balanced,1245,182,40,32
Non-Veg,159,Breakfast,Upma Cup,"Rava 40g, Onion 20g, Green Chili 5g, Curry Leaves 2g, Oil 5ml",Healthy,343,57,10,9
Non-Veg,159,Morning Snack,Cowpeas Coconut Curry,"Cowpeas 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,172,14,6,8
Non-Veg,159,Lunch,Soppu Saaru + Lemon Rice + Lentil Sprouts Pepper Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,468,73,18,13
Non-Veg,159,Evening Snack,Black-eyed Peas Tovve,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,111,15,4,5
Non-Veg,159,Dinner,Kotte Kadubu + Peanut Curd Cup,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,355,56,10,8
Non-Veg,159,Day Total,,—,Balanced,1449,215,48,43
Non-Veg,160,Breakfast,Yogurt Cup,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,172,17,5,6
Non-Veg,160,Morning Snack,Ridge Gourd Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,115,15,4,4
Non-Veg,160,Lunch,Tamarind Rasam + Tamarind Rice + Raw Banana Huli,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,501,71,16,13
Non-Veg,160,Evening Snack,Potato Huli,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,173,14,7,7
Non-Veg,160,Dinner,Menthe Dosa + Drumstick Kootu,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,297,44,9,9
Non-Veg,160,Day Total,,—,Balanced,1258,161,41,39
Non-Veg,161,Breakfast,Rava Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,177,32,4,3
Non-Veg,161,Morning Snack,Plain Dosa Roll,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,164,16,5,6
Non-Veg,161,Lunch,Kalu Saaru + Steamed Rice (No Onion/Garlic) + Ridge Gourd Gojju (No Onion/Garlic),"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Ridge 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,490,84,15,13
Non-Veg,161,Evening Snack,Peanut Sundal,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,172,19,5,6
Non-Veg,161,Dinner,Kadubu + Potato Huli (No Onion/Garlic),"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,348,50,11,12
Non-Veg,161,Day Total,,—,Balanced,1351,201,40,40
Non-Veg,162,Breakfast,Uttapam,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,204,35,5,3
Non-Veg,162,Morning Snack,Horse Gram Gojju,"Horse 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,127,14,4,5
Non-Veg,162,Lunch,Pepper Rasam + Tamarind Rice + Snake Gourd Sagu (No Onion/Garlic),"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Snake 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,525,82,16,16
Non-Veg,162,Evening Snack,Dry Fry,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Non-Veg,162,Dinner,Onion Dosa + Knol Khol Mustard Curry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Knol 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,312,51,9,8
Non-Veg,162,Day Total,,—,Balanced,1168,182,34,32
Non-Veg,163,Breakfast,Green Gram Sundal,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,165,16,5,6
Non-Veg,163,Morning Snack,Coriander Stems Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,122,15,4,5
Non-Veg,163,Lunch,Tomato Rasam + Steamed Rice + Cowpeas Pepper Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,558,78,18,15
Non-Veg,163,Evening Snack,Ridge Gourd Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,111,13,4,6
Non-Veg,163,Dinner,Set Dosa + Beans Gojju (No Onion/Garlic),"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Beans 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,358,49,11,11
Non-Veg,163,Day Total,,—,Balanced,1314,171,42,43
Non-Veg,164,Breakfast,Kotte Kadubu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,202,38,5,3
Non-Veg,164,Morning Snack,Knol Khol Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,127,13,4,5
Non-Veg,164,Lunch,Mangalore Saaru + Jeera Rice + Moong Sprouts Saaru (No Onion/Garlic),"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,539,76,18,14
Non-Veg,164,Evening Snack,Raw Banana Mustard Curry,"Raw 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,115,15,4,5
Non-Veg,164,Dinner,Menthe Dosa + Moong Sprouts Tovve (No Onion/Garlic),"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,297,45,10,8
Non-Veg,164,Day Total,,—,Balanced,1280,187,41,35
Non-Veg,165,Breakfast,Boiled Peanuts,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,166,17,5,6
Non-Veg,165,Morning Snack,Anjeer (Dried Fig),"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,159,17,6,5
Non-Veg,165,Lunch,Drumstick Sambar + Malnad Pulav + Black-eyed Peas Tovve,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,475,86,15,11
Non-Veg,165,Evening Snack,Coriander Stems Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,122,15,4,5
Non-Veg,165,Dinner,Akki Rotti + Black-eyed Peas Kayi Saaru (No Onion/Garlic),"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,318,50,10,8
Non-Veg,165,Day Total,,—,Balanced,1240,185,40,35
Non-Veg,166,Breakfast,Paper Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,194,37,5,3
Non-Veg,166,Morning Snack,Ridge Gourd Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,115,15,4,4
Non-Veg,166,Lunch,Onion Sambar + Tomato Rice + Broccoli Tovve,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,494,87,17,12
Non-Veg,166,Evening Snack,Coconut Chunks,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,156,18,5,6
Non-Veg,166,Dinner,Neer Dosa + Lentil Sprouts Pepper Saaru (No Onion/Garlic),"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,358,52,11,11
Non-Veg,166,Day Total,,—,Balanced,1317,209,42,36
Non-Veg,167,Breakfast,Thatte Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,190,35,5,3
Non-Veg,167,Morning Snack,Dry Fry,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Non-Veg,167,Lunch,Ash Gourd Dal + Peas Pulao + Beans Gojju (No Onion/Garlic),"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Beans 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,513,82,18,14
Non-Veg,167,Evening Snack,Snake Gourd Mustard Curry,"Snake 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,168,14,6,8
Non-Veg,167,Dinner,Oil Roast Dosa + Baby Corn Sagu,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Baby 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,295,46,9,8
Non-Veg,167,Day Total,,—,Balanced,1166,177,38,33
Non-Veg,168,Breakfast,Peanut Sundal,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,172,19,5,6
Non-Veg,168,Morning Snack,Chow Chow Tovve,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,115,12,4,5
Non-Veg,168,Lunch,Drumstick Sambar + Lemon Rice + Cowpeas Saaru (No Onion/Garlic),"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,514,77,15,11
Non-Veg,168,Evening Snack,Carrot Masala,"Carrot 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,163,13,6,8
Non-Veg,168,Dinner,Menthe Dosa + Black-eyed Peas Huli (No Onion/Garlic),"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,337,45,11,12
Non-Veg,168,Day Total,,—,Balanced,1301,166,41,42
Non-Veg,169,Breakfast,Roasted Peanuts,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,169,16,5,6
Non-Veg,169,Morning Snack,Bitter Gourd Gojju,"Bitter 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,159,14,7,8
Non-Veg,169,Lunch,Mixed Veg Sambar + Coconut Rice + Beetroot Sagu (No Onion/Garlic),"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Beetroot 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,522,74,18,15
Non-Veg,169,Evening Snack,Hyacinth Beans Gojju,"Hyacinth 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,126,13,4,5
Non-Veg,169,Dinner,Masala Dosa + Moong Sprouts Kayi Saaru,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,316,53,10,8
Non-Veg,169,Day Total,,—,Balanced,1292,170,44,42
Non-Veg,170,Breakfast,Akki Rotti,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g",Healthy,193,37,5,3
Non-Veg,170,Morning Snack,Cowpeas Coconut Curry,"Cowpeas 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,172,14,6,8
Non-Veg,170,Lunch,Togari Bele Saaru + Lemon Rice + Cauliflower Sagu,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Cauliflower 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,508,73,17,12
Non-Veg,170,Evening Snack,Capsicum Masala,"Capsicum 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,168,13,7,8
Non-Veg,170,Dinner,Masala Dosa + Tomato Kurma,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,323,53,9,8
Non-Veg,170,Day Total,,—,Balanced,1364,190,44,39
Non-Veg,171,Breakfast,Oil Roast Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,181,32,5,3
Non-Veg,171,Morning Snack,Drumstick Huli,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,115,15,4,6
Non-Veg,171,Lunch,Lemon Rasam + Tomato Rice + Carrot Coconut Curry,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Carrot 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,481,78,16,13
Non-Veg,171,Evening Snack,Ragi Laddu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,160,20,5,6
Non-Veg,171,Dinner,Mixed Millet Dosa + Fox Nuts Bowl,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,338,55,10,10
Non-Veg,171,Day Total,,—,Balanced,1275,200,40,38
Non-Veg,172,Breakfast,Jolada Rotti,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g",Healthy,198,34,5,3
Non-Veg,172,Morning Snack,Hyacinth Beans Sagu,"Hyacinth 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,158,13,6,7
Non-Veg,172,Lunch,Bas Saaru + Tamarind Rice (No Onion/Garlic) + Malabar Spinach Kootu,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,528,76,17,14
Non-Veg,172,Evening Snack,Lentil Sprouts Tovve,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,118,14,4,6
Non-Veg,172,Dinner,Benne Dosa + Fenugreek Leaves Tovve (No Onion/Garlic),"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,328,49,9,9
Non-Veg,172,Day Total,,—,Balanced,1330,186,41,39
Non-Veg,173,Breakfast,Lemon Rice,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,373,54,10,9
Non-Veg,173,Morning Snack,Potato Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,120,13,4,5
Non-Veg,173,Lunch,Pumpkin Dal + Peas Pulao + Green Peas Pepper Saaru,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,542,84,19,15
Non-Veg,173,Evening Snack,Chaas with Roasted Cumin,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,170,16,4,6
Non-Veg,173,Dinner,Onion Dosa + Cauliflower Masala (No Onion/Garlic),"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Cauliflower 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,322,51,9,8
Non-Veg,173,Day Total,,—,Balanced,1527,218,46,43
Non-Veg,174,Breakfast,Raisins Handful,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,160,17,5,5
Non-Veg,174,Morning Snack,Coriander Stems Masala,"Coriander 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,172,14,6,8
Non-Veg,174,Lunch,Mangalore Saaru + Tomato Rice (No Onion/Garlic) + Malabar Spinach Tovve,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,493,75,16,11
Non-Veg,174,Evening Snack,Potato Huli,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,173,14,7,7
Non-Veg,174,Dinner,Chapati + Pumpkin Coconut Curry (No Onion/Garlic),"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Pumpkin 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,316,44,9,8
Non-Veg,174,Day Total,,—,Balanced,1314,164,43,39
Non-Veg,175,Breakfast,Pomegranate Cup,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,160,18,5,6
Non-Veg,175,Morning Snack,Mushroom Coconut Curry,"Mushroom 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,128,14,4,5
Non-Veg,175,Lunch,Mixed Veg Sambar + Peas Pulao + Green Masala Chicken,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Green 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,488,74,16,12
Non-Veg,175,Evening Snack,Bitter Gourd Tovve,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,172,16,6,8
Non-Veg,175,Dinner,Chapati + Snake Gourd Gojju (No Onion/Garlic),"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Snake 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,313,45,9,8
Non-Veg,175,Day Total,,—,Balanced,1261,167,40,39
Non-Veg,176,Breakfast,Curd Rice,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,325,60,10,9
Non-Veg,176,Morning Snack,Capsicum Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,167,14,6,9
Non-Veg,176,Lunch,Avarekalu Saaru + Lemon Rice + Fenugreek Leaves Kayi Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,533,72,17,12
Non-Veg,176,Evening Snack,Beetroot Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,118,13,4,5
Non-Veg,176,Dinner,Chapati + Mutton Saaru,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,318,44,10,8
Non-Veg,176,Day Total,,—,Balanced,1461,203,47,43
Non-Veg,177,Breakfast,Shavige Bath,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,357,53,9,10
Non-Veg,177,Morning Snack,Ragi Laddu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,160,20,5,6
